Easting,Northing,Weighting,Cluster_220,Cluster_480
681614.48509331,6407940.28559829,4.0,130,67
681620.28509331,6407816.91797477,2.0,130,67
681620.28509331,6407939.28732022,4.0,130,67
681626.08509331,6407815.92096483,2.0,130,67
681626.08509331,6407938.28989157,4.0,130,67
681631.88509331,6407814.92212465,2.0,130,67
681631.88509331,6407937.29355641,4.0,130,67
681637.68509331,6407813.92488386,2.0,130,67
681637.68509331,6407936.2966393,4.0,130,67
681643.48509331,6407935.30004257,4.0,130,67
681649.28509331,6407934.30132169,4.0,130,67
681655.08509331,6407950.97133102,3.0,130,67
681660.88509331,6407932.91776709,2.0,130,67
